ConfigID,ClientID,ParticipationOrdinal,StartInclusive,EndExclusive,Count,ClientCapacity,UnusedAfterSixBlocks
alpha_0p1_seed_999,25,2,102400,153600,51200,551660,244460
alpha_0p1_seed_999,25,3,153600,204800,51200,551660,244460
alpha_0p1_seed_999,25,4,204800,256000,51200,551660,244460
alpha_0p1_seed_999,25,5,256000,307200,51200,551660,244460
alpha_0p1_seed_999,26,0,0,51200,51200,551660,244460
alpha_0p1_seed_999,26,1,51200,102400,51200,551660,244460
alpha_0p1_seed_999,26,2,102400,153600,51200,551660,244460
alpha_0p1_seed_999,26,3,153600,204800,51200,551660,244460
alpha_0p1_seed_999,26,4,204800,256000,51200,551660,244460
alpha_0p1_seed_999,26,5,256000,307200,51200,551660,244460
alpha_0p1_seed_999,27,0,0,51200,51200,551660,244460
alpha_0p1_seed_999,27,1,51200,102400,51200,551660,244460
alpha_0p1_seed_999,27,2,102400,153600,51200,551660,244460
alpha_0p1_seed_999,27,3,153600,204800,51200,551660,244460
alpha_0p1_seed_999,27,4,204800,256000,51200,551660,244460
alpha_0p1_seed_999,27,5,256000,307200,51200,551660,244460
alpha_0p1_seed_999,28,0,0,51200,51200,551660,244460
alpha_0p1_seed_999,28,1,51200,102400,51200,551660,244460
alpha_0p1_seed_999,28,2,102400,153600,51200,551660,244460
alpha_0p1_seed_999,28,3,153600,204800,51200,551660,244460
alpha_0p1_seed_999,28,4,204800,256000,51200,551660,244460
alpha_0p1_seed_999,28,5,256000,307200,51200,551660,244460
alpha_0p1_seed_999,29,0,0,51200,51200,551660,244460
alpha_0p1_seed_999,29,1,51200,102400,51200,551660,244460
alpha_0p1_seed_999,29,2,102400,153600,51200,551660,244460
alpha_0p1_seed_999,29,3,153600,204800,51200,551660,244460
alpha_0p1_seed_999,29,4,204800,256000,51200,551660,244460
alpha_0p1_seed_999,29,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,0,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,0,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,0,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,0,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,0,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,0,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,1,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,1,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,1,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,1,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,1,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,1,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,2,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,2,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,2,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,2,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,2,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,2,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,3,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,3,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,3,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,3,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,3,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,3,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,4,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,4,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,4,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,4,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,4,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,4,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,5,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,5,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,5,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,5,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,5,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,5,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,6,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,6,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,6,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,6,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,6,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,6,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,7,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,7,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,7,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,7,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,7,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,7,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,8,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,8,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,8,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,8,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,8,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,8,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,9,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,9,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,9,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,9,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,9,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,9,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,10,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,10,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,10,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,10,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,10,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,10,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,11,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,11,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,11,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,11,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,11,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,11,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,12,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,12,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,12,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,12,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,12,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,12,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,13,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,13,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,13,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,13,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,13,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,13,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,14,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,14,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,14,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,14,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,14,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,14,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,15,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,15,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,15,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,15,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,15,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,15,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,16,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,16,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,16,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,16,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,16,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,16,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,17,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,17,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,17,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,17,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,17,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,17,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,18,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,18,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,18,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,18,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,18,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,18,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,19,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,19,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,19,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,19,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,19,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,19,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,20,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,20,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,20,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,20,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,20,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,20,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,21,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,21,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,21,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,21,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,21,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,21,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,22,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,22,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,22,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,22,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,22,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,22,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,23,0,0,51200,51200,551661,244461
alpha_1p0_seed_123,23,1,51200,102400,51200,551661,244461
alpha_1p0_seed_123,23,2,102400,153600,51200,551661,244461
alpha_1p0_seed_123,23,3,153600,204800,51200,551661,244461
alpha_1p0_seed_123,23,4,204800,256000,51200,551661,244461
alpha_1p0_seed_123,23,5,256000,307200,51200,551661,244461
alpha_1p0_seed_123,24,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,24,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,24,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,24,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,24,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,24,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,25,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,25,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,25,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,25,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,25,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,25,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,26,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,26,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,26,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,26,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,26,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,26,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,27,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,27,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,27,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,27,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,27,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,27,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,28,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,28,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,28,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,28,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,28,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,28,5,256000,307200,51200,551660,244460
alpha_1p0_seed_123,29,0,0,51200,51200,551660,244460
alpha_1p0_seed_123,29,1,51200,102400,51200,551660,244460
alpha_1p0_seed_123,29,2,102400,153600,51200,551660,244460
alpha_1p0_seed_123,29,3,153600,204800,51200,551660,244460
alpha_1p0_seed_123,29,4,204800,256000,51200,551660,244460
alpha_1p0_seed_123,29,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,0,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,0,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,0,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,0,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,0,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,0,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,1,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,1,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,1,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,1,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,1,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,1,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,2,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,2,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,2,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,2,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,2,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,2,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,3,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,3,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,3,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,3,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,3,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,3,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,4,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,4,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,4,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,4,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,4,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,4,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,5,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,5,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,5,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,5,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,5,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,5,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,6,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,6,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,6,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,6,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,6,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,6,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,7,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,7,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,7,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,7,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,7,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,7,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,8,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,8,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,8,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,8,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,8,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,8,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,9,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,9,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,9,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,9,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,9,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,9,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,10,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,10,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,10,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,10,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,10,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,10,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,11,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,11,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,11,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,11,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,11,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,11,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,12,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,12,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,12,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,12,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,12,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,12,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,13,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,13,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,13,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,13,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,13,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,13,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,14,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,14,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,14,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,14,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,14,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,14,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,15,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,15,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,15,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,15,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,15,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,15,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,16,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,16,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,16,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,16,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,16,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,16,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,17,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,17,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,17,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,17,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,17,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,17,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,18,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,18,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,18,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,18,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,18,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,18,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,19,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,19,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,19,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,19,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,19,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,19,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,20,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,20,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,20,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,20,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,20,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,20,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,21,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,21,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,21,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,21,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,21,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,21,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,22,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,22,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,22,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,22,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,22,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,22,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,23,0,0,51200,51200,551661,244461
alpha_1p0_seed_42,23,1,51200,102400,51200,551661,244461
alpha_1p0_seed_42,23,2,102400,153600,51200,551661,244461
alpha_1p0_seed_42,23,3,153600,204800,51200,551661,244461
alpha_1p0_seed_42,23,4,204800,256000,51200,551661,244461
alpha_1p0_seed_42,23,5,256000,307200,51200,551661,244461
alpha_1p0_seed_42,24,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,24,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,24,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,24,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,24,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,24,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,25,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,25,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,25,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,25,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,25,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,25,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,26,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,26,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,26,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,26,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,26,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,26,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,27,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,27,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,27,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,27,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,27,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,27,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,28,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,28,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,28,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,28,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,28,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,28,5,256000,307200,51200,551660,244460
alpha_1p0_seed_42,29,0,0,51200,51200,551660,244460
alpha_1p0_seed_42,29,1,51200,102400,51200,551660,244460
alpha_1p0_seed_42,29,2,102400,153600,51200,551660,244460
alpha_1p0_seed_42,29,3,153600,204800,51200,551660,244460
alpha_1p0_seed_42,29,4,204800,256000,51200,551660,244460
alpha_1p0_seed_42,29,5,256000,307200,51200,551660,244460
alpha_1p0_seed_456,0,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,0,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,0,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,0,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,0,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,0,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,1,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,1,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,1,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,1,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,1,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,1,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,2,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,2,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,2,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,2,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,2,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,2,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,3,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,3,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,3,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,3,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,3,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,3,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,4,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,4,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,4,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,4,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,4,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,4,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,5,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,5,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,5,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,5,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,5,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,5,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,6,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,6,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,6,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,6,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,6,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,6,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,7,0,0,51200,51200,551661,244461
alpha_1p0_seed_456,7,1,51200,102400,51200,551661,244461
alpha_1p0_seed_456,7,2,102400,153600,51200,551661,244461
alpha_1p0_seed_456,7,3,153600,204800,51200,551661,244461
alpha_1p0_seed_456,7,4,204800,256000,51200,551661,244461
alpha_1p0_seed_456,7,5,256000,307200,51200,551661,244461
alpha_1p0_seed_456,8,0,0,51200,51200,551661,244461
