ConfigID,Task7LabelID,Task7Label,ClientID,StartInclusive,EndExclusive,Count
alpha_0p1_seed_999,2,DoS_DDoS,13,6081575,6081576,1
alpha_0p1_seed_999,2,DoS_DDoS,14,6081576,6633122,551546
alpha_0p1_seed_999,2,DoS_DDoS,15,6633122,7081207,448085
alpha_0p1_seed_999,2,DoS_DDoS,16,7081207,7631835,550628
alpha_0p1_seed_999,2,DoS_DDoS,17,7631835,7631880,45
alpha_0p1_seed_999,2,DoS_DDoS,18,7631880,7879600,247720
alpha_0p1_seed_999,2,DoS_DDoS,19,7879600,8430868,551268
alpha_0p1_seed_999,2,DoS_DDoS,20,8430868,8982529,551661
alpha_0p1_seed_999,2,DoS_DDoS,21,8982529,9534148,551619
alpha_0p1_seed_999,2,DoS_DDoS,22,9534148,9534197,49
alpha_0p1_seed_999,2,DoS_DDoS,23,9534197,10079185,544988
alpha_0p1_seed_999,2,DoS_DDoS,24,10079185,10630828,551643
alpha_0p1_seed_999,2,DoS_DDoS,25,10630828,10630963,135
alpha_0p1_seed_999,2,DoS_DDoS,26,10630963,11182006,551043
alpha_0p1_seed_999,2,DoS_DDoS,27,11182006,11733484,551478
alpha_0p1_seed_999,2,DoS_DDoS,28,11733484,12285143,551659
alpha_0p1_seed_999,2,DoS_DDoS,29,12285143,12773255,488112
alpha_0p1_seed_999,3,Mirai,0,0,0,0
alpha_0p1_seed_999,3,Mirai,1,0,0,0
alpha_0p1_seed_999,3,Mirai,2,0,167331,167331
alpha_0p1_seed_999,3,Mirai,3,167331,167331,0
alpha_0p1_seed_999,3,Mirai,4,167331,167331,0
alpha_0p1_seed_999,3,Mirai,5,167331,167332,1
alpha_0p1_seed_999,3,Mirai,6,167332,167336,4
alpha_0p1_seed_999,3,Mirai,7,167336,167336,0
alpha_0p1_seed_999,3,Mirai,8,167336,167336,0
alpha_0p1_seed_999,3,Mirai,9,167336,167345,9
alpha_0p1_seed_999,3,Mirai,10,167345,167345,0
alpha_0p1_seed_999,3,Mirai,11,167345,167354,9
alpha_0p1_seed_999,3,Mirai,12,167354,167354,0
alpha_0p1_seed_999,3,Mirai,13,167354,169316,1962
alpha_0p1_seed_999,3,Mirai,14,169316,169373,57
alpha_0p1_seed_999,3,Mirai,15,169373,169473,100
alpha_0p1_seed_999,3,Mirai,16,169473,170504,1031
alpha_0p1_seed_999,3,Mirai,17,170504,702605,532101
alpha_0p1_seed_999,3,Mirai,18,702605,980395,277790
alpha_0p1_seed_999,3,Mirai,19,980395,980400,5
alpha_0p1_seed_999,3,Mirai,20,980400,980400,0
alpha_0p1_seed_999,3,Mirai,21,980400,980400,0
alpha_0p1_seed_999,3,Mirai,22,980400,1371584,391184
alpha_0p1_seed_999,3,Mirai,23,1371584,1371584,0
alpha_0p1_seed_999,3,Mirai,24,1371584,1371584,0
alpha_0p1_seed_999,3,Mirai,25,1371584,1916954,545370
alpha_0p1_seed_999,3,Mirai,26,1916954,1916954,0
alpha_0p1_seed_999,3,Mirai,27,1916954,1916955,1
alpha_0p1_seed_999,3,Mirai,28,1916955,1916955,0
alpha_0p1_seed_999,3,Mirai,29,1916955,1963693,46738
alpha_0p1_seed_999,4,Recon,0,0,0,0
alpha_0p1_seed_999,4,Recon,1,0,0,0
alpha_0p1_seed_999,4,Recon,2,0,205,205
alpha_0p1_seed_999,4,Recon,3,205,3308,3103
alpha_0p1_seed_999,4,Recon,4,3308,3308,0
alpha_0p1_seed_999,4,Recon,5,3308,3308,0
alpha_0p1_seed_999,4,Recon,6,3308,3308,0
alpha_0p1_seed_999,4,Recon,7,3308,3308,0
alpha_0p1_seed_999,4,Recon,8,3308,3308,0
alpha_0p1_seed_999,4,Recon,9,3308,3308,0
alpha_0p1_seed_999,4,Recon,10,3308,3318,10
alpha_0p1_seed_999,4,Recon,11,3318,3318,0
alpha_0p1_seed_999,4,Recon,12,3318,3318,0
alpha_0p1_seed_999,4,Recon,13,3318,531164,527846
alpha_0p1_seed_999,4,Recon,14,531164,531166,2
alpha_0p1_seed_999,4,Recon,15,531166,531166,0
alpha_0p1_seed_999,4,Recon,16,531166,531166,0
alpha_0p1_seed_999,4,Recon,17,531166,545514,14348
alpha_0p1_seed_999,4,Recon,18,545514,545514,0
alpha_0p1_seed_999,4,Recon,19,545514,545514,0
alpha_0p1_seed_999,4,Recon,20,545514,545514,0
alpha_0p1_seed_999,4,Recon,21,545514,545514,0
alpha_0p1_seed_999,4,Recon,22,545514,545514,0
alpha_0p1_seed_999,4,Recon,23,545514,545543,29
alpha_0p1_seed_999,4,Recon,24,545543,545543,0
alpha_0p1_seed_999,4,Recon,25,545543,545543,0
alpha_0p1_seed_999,4,Recon,26,545543,545543,0
alpha_0p1_seed_999,4,Recon,27,545543,545613,70
alpha_0p1_seed_999,4,Recon,28,545613,545613,0
alpha_0p1_seed_999,4,Recon,29,545613,545764,151
alpha_0p1_seed_999,5,Spoofing,0,0,0,0
alpha_0p1_seed_999,5,Spoofing,1,0,0,0
alpha_0p1_seed_999,5,Spoofing,2,0,126833,126833
alpha_0p1_seed_999,5,Spoofing,3,126833,137553,10720
alpha_0p1_seed_999,5,Spoofing,4,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,5,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,6,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,7,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,8,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,9,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,10,137553,137553,0
alpha_0p1_seed_999,5,Spoofing,11,137553,194647,57094
alpha_0p1_seed_999,5,Spoofing,12,194647,194647,0
alpha_0p1_seed_999,5,Spoofing,13,194647,216390,21743
alpha_0p1_seed_999,5,Spoofing,14,216390,216390,0
alpha_0p1_seed_999,5,Spoofing,15,216390,319813,103423
alpha_0p1_seed_999,5,Spoofing,16,319813,319813,0
alpha_0p1_seed_999,5,Spoofing,17,319813,319813,0
alpha_0p1_seed_999,5,Spoofing,18,319813,345964,26151
alpha_0p1_seed_999,5,Spoofing,19,345964,345964,0
alpha_0p1_seed_999,5,Spoofing,20,345964,345964,0
alpha_0p1_seed_999,5,Spoofing,21,345964,346005,41
alpha_0p1_seed_999,5,Spoofing,22,346005,346791,786
alpha_0p1_seed_999,5,Spoofing,23,346791,346793,2
alpha_0p1_seed_999,5,Spoofing,24,346793,346793,0
alpha_0p1_seed_999,5,Spoofing,25,346793,346803,10
alpha_0p1_seed_999,5,Spoofing,26,346803,347417,614
alpha_0p1_seed_999,5,Spoofing,27,347417,347510,93
alpha_0p1_seed_999,5,Spoofing,28,347510,347510,0
alpha_0p1_seed_999,5,Spoofing,29,347510,362726,15216
alpha_0p1_seed_999,6,Web,0,0,0,0
alpha_0p1_seed_999,6,Web,1,0,0,0
alpha_0p1_seed_999,6,Web,2,0,0,0
alpha_0p1_seed_999,6,Web,3,0,0,0
alpha_0p1_seed_999,6,Web,4,0,0,0
alpha_0p1_seed_999,6,Web,5,0,0,0
alpha_0p1_seed_999,6,Web,6,0,0,0
alpha_0p1_seed_999,6,Web,7,0,0,0
alpha_0p1_seed_999,6,Web,8,0,0,0
alpha_0p1_seed_999,6,Web,9,0,0,0
alpha_0p1_seed_999,6,Web,10,0,0,0
alpha_0p1_seed_999,6,Web,11,0,13034,13034
alpha_0p1_seed_999,6,Web,12,13034,13034,0
alpha_0p1_seed_999,6,Web,13,13034,13105,71
alpha_0p1_seed_999,6,Web,14,13105,13105,0
alpha_0p1_seed_999,6,Web,15,13105,13108,3
alpha_0p1_seed_999,6,Web,16,13108,13108,0
alpha_0p1_seed_999,6,Web,17,13108,13108,0
alpha_0p1_seed_999,6,Web,18,13108,13108,0
alpha_0p1_seed_999,6,Web,19,13108,13108,0
alpha_0p1_seed_999,6,Web,20,13108,13108,0
alpha_0p1_seed_999,6,Web,21,13108,13109,1
alpha_0p1_seed_999,6,Web,22,13109,13586,477
alpha_0p1_seed_999,6,Web,23,13586,13586,0
alpha_0p1_seed_999,6,Web,24,13586,13586,0
alpha_0p1_seed_999,6,Web,25,13586,19688,6102
alpha_0p1_seed_999,6,Web,26,19688,19688,0
alpha_0p1_seed_999,6,Web,27,19688,19688,0
alpha_0p1_seed_999,6,Web,28,19688,19688,0
alpha_0p1_seed_999,6,Web,29,19688,19688,0
alpha_1p0_seed_123,0,Benign,0,0,127096,127096
alpha_1p0_seed_123,0,Benign,1,127096,155500,28404
alpha_1p0_seed_123,0,Benign,2,155500,156108,608
alpha_1p0_seed_123,0,Benign,3,156108,220069,63961
alpha_1p0_seed_123,0,Benign,4,220069,220371,302
alpha_1p0_seed_123,0,Benign,5,220371,224344,3973
alpha_1p0_seed_123,0,Benign,6,224344,225998,1654
alpha_1p0_seed_123,0,Benign,7,225998,226614,616
alpha_1p0_seed_123,0,Benign,8,226614,237041,10427
alpha_1p0_seed_123,0,Benign,9,237041,241238,4197
alpha_1p0_seed_123,0,Benign,10,241238,259326,18088
alpha_1p0_seed_123,0,Benign,11,259326,269643,10317
alpha_1p0_seed_123,0,Benign,12,269643,274877,5234
alpha_1p0_seed_123,0,Benign,13,274877,405385,130508
alpha_1p0_seed_123,0,Benign,14,405385,405771,386
alpha_1p0_seed_123,0,Benign,15,405771,424647,18876
alpha_1p0_seed_123,0,Benign,16,424647,424713,66
alpha_1p0_seed_123,0,Benign,17,424713,436706,11993
alpha_1p0_seed_123,0,Benign,18,436706,448628,11922
alpha_1p0_seed_123,0,Benign,19,448628,448759,131
alpha_1p0_seed_123,0,Benign,20,448759,572368,123609
alpha_1p0_seed_123,0,Benign,21,572368,582437,10069
alpha_1p0_seed_123,0,Benign,22,582437,620268,37831
alpha_1p0_seed_123,0,Benign,23,620268,628131,7863
alpha_1p0_seed_123,0,Benign,24,628131,680082,51951
alpha_1p0_seed_123,0,Benign,25,680082,680953,871
alpha_1p0_seed_123,0,Benign,26,680953,717640,36687
alpha_1p0_seed_123,0,Benign,27,717640,844059,126419
alpha_1p0_seed_123,0,Benign,28,844059,867064,23005
alpha_1p0_seed_123,0,Benign,29,867064,874262,7198
alpha_1p0_seed_123,1,Brute Force,0,0,15,15
alpha_1p0_seed_123,1,Brute Force,1,15,164,149
alpha_1p0_seed_123,1,Brute Force,2,164,233,69
alpha_1p0_seed_123,1,Brute Force,3,233,686,453
alpha_1p0_seed_123,1,Brute Force,4,686,808,122
alpha_1p0_seed_123,1,Brute Force,5,808,893,85
alpha_1p0_seed_123,1,Brute Force,6,893,925,32
alpha_1p0_seed_123,1,Brute Force,7,925,949,24
alpha_1p0_seed_123,1,Brute Force,8,949,1005,56
alpha_1p0_seed_123,1,Brute Force,9,1005,1015,10
alpha_1p0_seed_123,1,Brute Force,10,1015,1142,127
alpha_1p0_seed_123,1,Brute Force,11,1142,1185,43
alpha_1p0_seed_123,1,Brute Force,12,1185,1269,84
alpha_1p0_seed_123,1,Brute Force,13,1269,2929,1660
alpha_1p0_seed_123,1,Brute Force,14,2929,3406,477
alpha_1p0_seed_123,1,Brute Force,15,3406,3939,533
alpha_1p0_seed_123,1,Brute Force,16,3939,3967,28
alpha_1p0_seed_123,1,Brute Force,17,3967,4079,112
alpha_1p0_seed_123,1,Brute Force,18,4079,4299,220
alpha_1p0_seed_123,1,Brute Force,19,4299,4337,38
alpha_1p0_seed_123,1,Brute Force,20,4337,5357,1020
alpha_1p0_seed_123,1,Brute Force,21,5357,6052,695
alpha_1p0_seed_123,1,Brute Force,22,6052,6145,93
alpha_1p0_seed_123,1,Brute Force,23,6145,6168,23
alpha_1p0_seed_123,1,Brute Force,24,6168,6233,65
alpha_1p0_seed_123,1,Brute Force,25,6233,6490,257
alpha_1p0_seed_123,1,Brute Force,26,6490,8603,2113
alpha_1p0_seed_123,1,Brute Force,27,8603,10011,1408
alpha_1p0_seed_123,1,Brute Force,28,10011,10112,101
alpha_1p0_seed_123,1,Brute Force,29,10112,10436,324
alpha_1p0_seed_123,2,DoS_DDoS,0,0,33319,33319
alpha_1p0_seed_123,2,DoS_DDoS,1,33319,524235,490916
alpha_1p0_seed_123,2,DoS_DDoS,2,524235,980213,455978
alpha_1p0_seed_123,2,DoS_DDoS,3,980213,1252091,271878
alpha_1p0_seed_123,2,DoS_DDoS,4,1252091,1613412,361321
alpha_1p0_seed_123,2,DoS_DDoS,5,1613412,2084723,471311
alpha_1p0_seed_123,2,DoS_DDoS,6,2084723,2627223,542500
alpha_1p0_seed_123,2,DoS_DDoS,7,2627223,3111692,484469
alpha_1p0_seed_123,2,DoS_DDoS,8,3111692,3606591,494899
alpha_1p0_seed_123,2,DoS_DDoS,9,3606591,4107124,500533
alpha_1p0_seed_123,2,DoS_DDoS,10,4107124,4618177,511053
alpha_1p0_seed_123,2,DoS_DDoS,11,4618177,5146445,528268
alpha_1p0_seed_123,2,DoS_DDoS,12,5146445,5688473,542028
alpha_1p0_seed_123,2,DoS_DDoS,13,5688473,5913582,225109
alpha_1p0_seed_123,2,DoS_DDoS,14,5913582,6417478,503896
alpha_1p0_seed_123,2,DoS_DDoS,15,6417478,6858937,441459
alpha_1p0_seed_123,2,DoS_DDoS,16,6858937,7329527,470590
alpha_1p0_seed_123,2,DoS_DDoS,17,7329527,7841271,511744
alpha_1p0_seed_123,2,DoS_DDoS,18,7841271,8375574,534303
alpha_1p0_seed_123,2,DoS_DDoS,19,8375574,8901092,525518
alpha_1p0_seed_123,2,DoS_DDoS,20,8901092,9301970,400878
alpha_1p0_seed_123,2,DoS_DDoS,21,9301970,9494457,192487
alpha_1p0_seed_123,2,DoS_DDoS,22,9494457,9969332,474875
alpha_1p0_seed_123,2,DoS_DDoS,23,9969332,10509302,539970
alpha_1p0_seed_123,2,DoS_DDoS,24,10509302,10915362,406060
alpha_1p0_seed_123,2,DoS_DDoS,25,10915362,11348258,432896
alpha_1p0_seed_123,2,DoS_DDoS,26,11348258,11743568,395310
alpha_1p0_seed_123,2,DoS_DDoS,27,11743568,12066909,323341
alpha_1p0_seed_123,2,DoS_DDoS,28,12066909,12308731,241822
alpha_1p0_seed_123,2,DoS_DDoS,29,12308731,12773255,464524
alpha_1p0_seed_123,3,Mirai,0,0,320273,320273
alpha_1p0_seed_123,3,Mirai,1,320273,334260,13987
alpha_1p0_seed_123,3,Mirai,2,334260,397691,63431
alpha_1p0_seed_123,3,Mirai,3,397691,556057,158366
alpha_1p0_seed_123,3,Mirai,4,556057,731383,175326
alpha_1p0_seed_123,3,Mirai,5,731383,788854,57471
alpha_1p0_seed_123,3,Mirai,6,788854,790502,1648
alpha_1p0_seed_123,3,Mirai,7,790502,832803,42301
alpha_1p0_seed_123,3,Mirai,8,832803,863678,30875
alpha_1p0_seed_123,3,Mirai,9,863678,900463,36785
alpha_1p0_seed_123,3,Mirai,10,900463,915537,15074
alpha_1p0_seed_123,3,Mirai,11,915537,917452,1915
alpha_1p0_seed_123,3,Mirai,12,917452,919531,2079
alpha_1p0_seed_123,3,Mirai,13,919531,1071316,151785
alpha_1p0_seed_123,3,Mirai,14,1071316,1096596,25280
alpha_1p0_seed_123,3,Mirai,15,1096596,1141080,44484
alpha_1p0_seed_123,3,Mirai,16,1141080,1207383,66303
alpha_1p0_seed_123,3,Mirai,17,1207383,1229499,22116
alpha_1p0_seed_123,3,Mirai,18,1229499,1230074,575
alpha_1p0_seed_123,3,Mirai,19,1230074,1244575,14501
alpha_1p0_seed_123,3,Mirai,20,1244575,1244822,247
alpha_1p0_seed_123,3,Mirai,21,1244822,1469393,224571
alpha_1p0_seed_123,3,Mirai,22,1469393,1487103,17710
alpha_1p0_seed_123,3,Mirai,23,1487103,1488886,1783
alpha_1p0_seed_123,3,Mirai,24,1488886,1576114,87228
alpha_1p0_seed_123,3,Mirai,25,1576114,1678917,102803
alpha_1p0_seed_123,3,Mirai,26,1678917,1686330,7413
alpha_1p0_seed_123,3,Mirai,27,1686330,1701650,15320
alpha_1p0_seed_123,3,Mirai,28,1701650,1948202,246552
alpha_1p0_seed_123,3,Mirai,29,1948202,1963693,15491
alpha_1p0_seed_123,4,Recon,0,0,10034,10034
alpha_1p0_seed_123,4,Recon,1,10034,18325,8291
alpha_1p0_seed_123,4,Recon,2,18325,48749,30424
alpha_1p0_seed_123,4,Recon,3,48749,58828,10079
alpha_1p0_seed_123,4,Recon,4,58828,69506,10678
alpha_1p0_seed_123,4,Recon,5,69506,86756,17250
alpha_1p0_seed_123,4,Recon,6,86756,92363,5607
alpha_1p0_seed_123,4,Recon,7,92363,116401,24038
alpha_1p0_seed_123,4,Recon,8,116401,126527,10126
alpha_1p0_seed_123,4,Recon,9,126527,135464,8937
alpha_1p0_seed_123,4,Recon,10,135464,139832,4368
alpha_1p0_seed_123,4,Recon,11,139832,150655,10823
alpha_1p0_seed_123,4,Recon,12,150655,151927,1272
alpha_1p0_seed_123,4,Recon,13,151927,160363,8436
alpha_1p0_seed_123,4,Recon,14,160363,170538,10175
alpha_1p0_seed_123,4,Recon,15,170538,182958,12420
alpha_1p0_seed_123,4,Recon,16,182958,192700,9742
alpha_1p0_seed_123,4,Recon,17,192700,196794,4094
alpha_1p0_seed_123,4,Recon,18,196794,199111,2317
alpha_1p0_seed_123,4,Recon,19,199111,205412,6301
alpha_1p0_seed_123,4,Recon,20,205412,224418,19006
alpha_1p0_seed_123,4,Recon,21,224418,295497,71079
alpha_1p0_seed_123,4,Recon,22,295497,301971,6474
alpha_1p0_seed_123,4,Recon,23,301971,302248,277
alpha_1p0_seed_123,4,Recon,24,302248,308313,6065
alpha_1p0_seed_123,4,Recon,25,308313,320132,11819
alpha_1p0_seed_123,4,Recon,26,320132,387980,67848
alpha_1p0_seed_123,4,Recon,27,387980,471719,83739
alpha_1p0_seed_123,4,Recon,28,471719,487113,15394
alpha_1p0_seed_123,4,Recon,29,487113,545764,58651
alpha_1p0_seed_123,5,Spoofing,0,0,60806,60806
alpha_1p0_seed_123,5,Spoofing,1,60806,70215,9409
alpha_1p0_seed_123,5,Spoofing,2,70215,71182,967
alpha_1p0_seed_123,5,Spoofing,3,71182,112936,41754
alpha_1p0_seed_123,5,Spoofing,4,112936,116618,3682
alpha_1p0_seed_123,5,Spoofing,5,116618,117348,730
alpha_1p0_seed_123,5,Spoofing,6,117348,117532,184
alpha_1p0_seed_123,5,Spoofing,7,117532,117707,175
alpha_1p0_seed_123,5,Spoofing,8,117707,122971,5264
alpha_1p0_seed_123,5,Spoofing,9,122971,124155,1184
alpha_1p0_seed_123,5,Spoofing,10,124155,126872,2717
alpha_1p0_seed_123,5,Spoofing,11,126872,127162,290
alpha_1p0_seed_123,5,Spoofing,12,127162,127838,676
alpha_1p0_seed_123,5,Spoofing,13,127838,161695,33857
alpha_1p0_seed_123,5,Spoofing,14,161695,171821,10126
alpha_1p0_seed_123,5,Spoofing,15,171821,205076,33255
alpha_1p0_seed_123,5,Spoofing,16,205076,209998,4922
alpha_1p0_seed_123,5,Spoofing,17,209998,211441,1443
alpha_1p0_seed_123,5,Spoofing,18,211441,213461,2020
alpha_1p0_seed_123,5,Spoofing,19,213461,218620,5159
alpha_1p0_seed_123,5,Spoofing,20,218620,224355,5735
alpha_1p0_seed_123,5,Spoofing,21,224355,274793,50438
alpha_1p0_seed_123,5,Spoofing,22,274793,289455,14662
alpha_1p0_seed_123,5,Spoofing,23,289455,291192,1737
alpha_1p0_seed_123,5,Spoofing,24,291192,291427,235
alpha_1p0_seed_123,5,Spoofing,25,291427,293254,1827
alpha_1p0_seed_123,5,Spoofing,26,293254,332680,39426
alpha_1p0_seed_123,5,Spoofing,27,332680,333182,502
alpha_1p0_seed_123,5,Spoofing,28,333182,357727,24545
alpha_1p0_seed_123,5,Spoofing,29,357727,362726,4999
alpha_1p0_seed_123,6,Web,0,0,118,118
alpha_1p0_seed_123,6,Web,1,118,623,505
alpha_1p0_seed_123,6,Web,2,623,807,184
alpha_1p0_seed_123,6,Web,3,807,5977,5170
alpha_1p0_seed_123,6,Web,4,5977,6207,230
alpha_1p0_seed_123,6,Web,5,6207,7048,841
alpha_1p0_seed_123,6,Web,6,7048,7084,36
alpha_1p0_seed_123,6,Web,7,7084,7122,38
alpha_1p0_seed_123,6,Web,8,7122,7136,14
alpha_1p0_seed_123,6,Web,9,7136,7151,15
alpha_1p0_seed_123,6,Web,10,7151,7385,234
alpha_1p0_seed_123,6,Web,11,7385,7390,5
alpha_1p0_seed_123,6,Web,12,7390,7678,288
alpha_1p0_seed_123,6,Web,13,7678,7984,306
alpha_1p0_seed_123,6,Web,14,7984,9305,1321
alpha_1p0_seed_123,6,Web,15,9305,9939,634
alpha_1p0_seed_123,6,Web,16,9939,9949,10
alpha_1p0_seed_123,6,Web,17,9949,10108,159
alpha_1p0_seed_123,6,Web,18,10108,10412,304
alpha_1p0_seed_123,6,Web,19,10412,10425,13
alpha_1p0_seed_123,6,Web,20,10425,11591,1166
alpha_1p0_seed_123,6,Web,21,11591,13913,2322
alpha_1p0_seed_123,6,Web,22,13913,13929,16
alpha_1p0_seed_123,6,Web,23,13929,13937,8
alpha_1p0_seed_123,6,Web,24,13937,13993,56
alpha_1p0_seed_123,6,Web,25,13993,15180,1187
alpha_1p0_seed_123,6,Web,26,15180,18043,2863
alpha_1p0_seed_123,6,Web,27,18043,18974,931
alpha_1p0_seed_123,6,Web,28,18974,19215,241
alpha_1p0_seed_123,6,Web,29,19215,19688,473
alpha_1p0_seed_42,0,Benign,0,0,72729,72729
alpha_1p0_seed_42,0,Benign,1,72729,78791,6062
alpha_1p0_seed_42,0,Benign,2,78791,85168,6377
alpha_1p0_seed_42,0,Benign,3,85168,90376,5208
alpha_1p0_seed_42,0,Benign,4,90376,109306,18930
alpha_1p0_seed_42,0,Benign,5,109306,119486,10180
alpha_1p0_seed_42,0,Benign,6,119486,162327,42841
alpha_1p0_seed_42,0,Benign,7,162327,164047,1720
alpha_1p0_seed_42,0,Benign,8,164047,207995,43948
alpha_1p0_seed_42,0,Benign,9,207995,240784,32789
alpha_1p0_seed_42,0,Benign,10,240784,316206,75422
alpha_1p0_seed_42,0,Benign,11,316206,324004,7798
alpha_1p0_seed_42,0,Benign,12,324004,440009,116005
alpha_1p0_seed_42,0,Benign,13,440009,463183,23174
alpha_1p0_seed_42,0,Benign,14,463183,563865,100682
alpha_1p0_seed_42,0,Benign,15,563865,564470,605
alpha_1p0_seed_42,0,Benign,16,564470,683960,119490
alpha_1p0_seed_42,0,Benign,17,683960,710494,26534
alpha_1p0_seed_42,0,Benign,18,710494,736252,25758
alpha_1p0_seed_42,0,Benign,19,736252,748812,12560
alpha_1p0_seed_42,0,Benign,20,748812,763562,14750
alpha_1p0_seed_42,0,Benign,21,763562,766349,2787
alpha_1p0_seed_42,0,Benign,22,766349,781218,14869
alpha_1p0_seed_42,0,Benign,23,781218,785041,3823
alpha_1p0_seed_42,0,Benign,24,785041,787772,2731
alpha_1p0_seed_42,0,Benign,25,787772,809869,22097
alpha_1p0_seed_42,0,Benign,26,809869,829230,19361
alpha_1p0_seed_42,0,Benign,27,829230,848093,18863
alpha_1p0_seed_42,0,Benign,28,848093,871844,23751
alpha_1p0_seed_42,0,Benign,29,871844,874262,2418
alpha_1p0_seed_42,1,Brute Force,0,0,7,7
alpha_1p0_seed_42,1,Brute Force,1,7,281,274
alpha_1p0_seed_42,1,Brute Force,2,281,357,76
alpha_1p0_seed_42,1,Brute Force,3,357,386,29
alpha_1p0_seed_42,1,Brute Force,4,386,604,218
alpha_1p0_seed_42,1,Brute Force,5,604,720,116
alpha_1p0_seed_42,1,Brute Force,6,720,3988,3268
alpha_1p0_seed_42,1,Brute Force,7,3988,4500,512
alpha_1p0_seed_42,1,Brute Force,8,4500,5000,500
alpha_1p0_seed_42,1,Brute Force,9,5000,6122,1122
alpha_1p0_seed_42,1,Brute Force,10,6122,6554,432
alpha_1p0_seed_42,1,Brute Force,11,6554,6600,46
alpha_1p0_seed_42,1,Brute Force,12,6600,6949,349
alpha_1p0_seed_42,1,Brute Force,13,6949,7009,60
alpha_1p0_seed_42,1,Brute Force,14,7009,7200,191
alpha_1p0_seed_42,1,Brute Force,15,7200,7280,80
alpha_1p0_seed_42,1,Brute Force,16,7280,7514,234
alpha_1p0_seed_42,1,Brute Force,17,7514,8084,570
alpha_1p0_seed_42,1,Brute Force,18,8084,8323,239
alpha_1p0_seed_42,1,Brute Force,19,8323,8682,359
alpha_1p0_seed_42,1,Brute Force,20,8682,9035,353
alpha_1p0_seed_42,1,Brute Force,21,9035,9299,264
alpha_1p0_seed_42,1,Brute Force,22,9299,9408,109
alpha_1p0_seed_42,1,Brute Force,23,9408,9511,103
alpha_1p0_seed_42,1,Brute Force,24,9511,9611,100
alpha_1p0_seed_42,1,Brute Force,25,9611,9705,94
alpha_1p0_seed_42,1,Brute Force,26,9705,10302,597
alpha_1p0_seed_42,1,Brute Force,27,10302,10319,17
alpha_1p0_seed_42,1,Brute Force,28,10319,10417,98
alpha_1p0_seed_42,1,Brute Force,29,10417,10436,19
alpha_1p0_seed_42,2,DoS_DDoS,0,0,430048,430048
alpha_1p0_seed_42,2,DoS_DDoS,1,430048,921934,491886
alpha_1p0_seed_42,2,DoS_DDoS,2,921934,1386736,464802
alpha_1p0_seed_42,2,DoS_DDoS,3,1386736,1922492,535756
alpha_1p0_seed_42,2,DoS_DDoS,4,1922492,2417135,494643
alpha_1p0_seed_42,2,DoS_DDoS,5,2417135,2814391,397256
alpha_1p0_seed_42,2,DoS_DDoS,6,2814391,3245914,431523
alpha_1p0_seed_42,2,DoS_DDoS,7,3245914,3754281,508367
alpha_1p0_seed_42,2,DoS_DDoS,8,3754281,3892345,138064
alpha_1p0_seed_42,2,DoS_DDoS,9,3892345,4310028,417683
alpha_1p0_seed_42,2,DoS_DDoS,10,4310028,4627632,317604
alpha_1p0_seed_42,2,DoS_DDoS,11,4627632,5156988,529356
alpha_1p0_seed_42,2,DoS_DDoS,12,5156988,5257088,100100
alpha_1p0_seed_42,2,DoS_DDoS,13,5257088,5734408,477320
alpha_1p0_seed_42,2,DoS_DDoS,14,5734408,6126763,392355
alpha_1p0_seed_42,2,DoS_DDoS,15,6126763,6642227,515464
alpha_1p0_seed_42,2,DoS_DDoS,16,6642227,6973083,330856
alpha_1p0_seed_42,2,DoS_DDoS,17,6973083,7467005,493922
alpha_1p0_seed_42,2,DoS_DDoS,18,7467005,7950119,483114
alpha_1p0_seed_42,2,DoS_DDoS,19,7950119,8173616,223497
alpha_1p0_seed_42,2,DoS_DDoS,20,8173616,8545576,371960
alpha_1p0_seed_42,2,DoS_DDoS,21,8545576,9061777,516201
alpha_1p0_seed_42,2,DoS_DDoS,22,9061777,9577370,515593
alpha_1p0_seed_42,2,DoS_DDoS,23,9577370,10089154,511784
alpha_1p0_seed_42,2,DoS_DDoS,24,10089154,10615680,526526
alpha_1p0_seed_42,2,DoS_DDoS,25,10615680,10933370,317690
alpha_1p0_seed_42,2,DoS_DDoS,26,10933370,11397351,463981
alpha_1p0_seed_42,2,DoS_DDoS,27,11397351,11921325,523974
alpha_1p0_seed_42,2,DoS_DDoS,28,11921325,12399738,478413
alpha_1p0_seed_42,2,DoS_DDoS,29,12399738,12773255,373517
alpha_1p0_seed_42,3,Mirai,0,0,39486,39486
alpha_1p0_seed_42,3,Mirai,1,39486,86724,47238
alpha_1p0_seed_42,3,Mirai,2,86724,157651,70927
alpha_1p0_seed_42,3,Mirai,3,157651,166923,9272
alpha_1p0_seed_42,3,Mirai,4,166923,192810,25887
alpha_1p0_seed_42,3,Mirai,5,192810,327036,134226
alpha_1p0_seed_42,3,Mirai,6,327036,363962,36926
alpha_1p0_seed_42,3,Mirai,7,363962,401036,37074
alpha_1p0_seed_42,3,Mirai,8,401036,588242,187206
alpha_1p0_seed_42,3,Mirai,9,588242,650315,62073
