outer_fold,outer_test_subject,alpha,global_client_id,class_index,activity_name,windows
2,102,0.1,subject105_client1,6,Nordic walking,14
2,102,0.1,subject105_client1,7,ascending stairs,0
2,102,0.1,subject105_client1,8,descending stairs,3
2,102,0.1,subject105_client1,9,vacuum cleaning,0
2,102,0.1,subject105_client1,10,ironing,245
2,102,0.1,subject105_client1,11,rope jumping,0
2,102,0.1,subject105_client2,0,lying,184
2,102,0.1,subject105_client2,1,sitting,66
2,102,0.1,subject105_client2,2,standing,4
2,102,0.1,subject105_client2,3,walking,157
2,102,0.1,subject105_client2,4,running,27
2,102,0.1,subject105_client2,5,cycling,188
2,102,0.1,subject105_client2,6,Nordic walking,0
2,102,0.1,subject105_client2,7,ascending stairs,5
2,102,0.1,subject105_client2,8,descending stairs,0
2,102,0.1,subject105_client2,9,vacuum cleaning,188
2,102,0.1,subject105_client2,10,ironing,1
2,102,0.1,subject105_client2,11,rope jumping,45
2,102,0.1,subject105_client3,0,lying,0
2,102,0.1,subject105_client3,1,sitting,0
2,102,0.1,subject105_client3,2,standing,166
2,102,0.1,subject105_client3,3,walking,0
2,102,0.1,subject105_client3,4,running,1
2,102,0.1,subject105_client3,5,cycling,2
2,102,0.1,subject105_client3,6,Nordic walking,56
2,102,0.1,subject105_client3,7,ascending stairs,102
2,102,0.1,subject105_client3,8,descending stairs,92
2,102,0.1,subject105_client3,9,vacuum cleaning,0
2,102,0.1,subject105_client3,10,ironing,2
2,102,0.1,subject105_client3,11,rope jumping,13
2,102,0.1,subject106_client0,0,lying,168
2,102,0.1,subject106_client0,1,sitting,0
2,102,0.1,subject106_client0,2,standing,0
2,102,0.1,subject106_client0,3,walking,0
2,102,0.1,subject106_client0,4,running,0
2,102,0.1,subject106_client0,5,cycling,0
2,102,0.1,subject106_client0,6,Nordic walking,207
2,102,0.1,subject106_client0,7,ascending stairs,7
2,102,0.1,subject106_client0,8,descending stairs,0
2,102,0.1,subject106_client0,9,vacuum cleaning,0
2,102,0.1,subject106_client0,10,ironing,0
2,102,0.1,subject106_client0,11,rope jumping,0
2,102,0.1,subject106_client1,0,lying,0
2,102,0.1,subject106_client1,1,sitting,0
2,102,0.1,subject106_client1,2,standing,1
2,102,0.1,subject106_client1,3,walking,0
2,102,0.1,subject106_client1,4,running,5
2,102,0.1,subject106_client1,5,cycling,159
2,102,0.1,subject106_client1,6,Nordic walking,0
2,102,0.1,subject106_client1,7,ascending stairs,11
2,102,0.1,subject106_client1,8,descending stairs,0
2,102,0.1,subject106_client1,9,vacuum cleaning,0
2,102,0.1,subject106_client1,10,ironing,0
2,102,0.1,subject106_client1,11,rope jumping,0
2,102,0.1,subject106_client2,0,lying,12
2,102,0.1,subject106_client2,1,sitting,6
2,102,0.1,subject106_client2,2,standing,187
2,102,0.1,subject106_client2,3,walking,0
2,102,0.1,subject106_client2,4,running,171
2,102,0.1,subject106_client2,5,cycling,0
2,102,0.1,subject106_client2,6,Nordic walking,0
2,102,0.1,subject106_client2,7,ascending stairs,0
2,102,0.1,subject106_client2,8,descending stairs,85
2,102,0.1,subject106_client2,9,vacuum cleaning,0
2,102,0.1,subject106_client2,10,ironing,0
2,102,0.1,subject106_client2,11,rope jumping,0
2,102,0.1,subject106_client3,0,lying,0
2,102,0.1,subject106_client3,1,sitting,172
2,102,0.1,subject106_client3,2,standing,0
2,102,0.1,subject106_client3,3,walking,199
2,102,0.1,subject106_client3,4,running,0
2,102,0.1,subject106_client3,5,cycling,0
2,102,0.1,subject106_client3,6,Nordic walking,0
2,102,0.1,subject106_client3,7,ascending stairs,81
2,102,0.1,subject106_client3,8,descending stairs,0
2,102,0.1,subject106_client3,9,vacuum cleaning,163
2,102,0.1,subject106_client3,10,ironing,292
2,102,0.1,subject106_client3,11,rope jumping,1
2,102,0.1,subject107_client0,0,lying,0
2,102,0.1,subject107_client0,1,sitting,0
2,102,0.1,subject107_client0,2,standing,0
2,102,0.1,subject107_client0,3,walking,0
2,102,0.1,subject107_client0,4,running,0
2,102,0.1,subject107_client0,5,cycling,0
2,102,0.1,subject107_client0,6,Nordic walking,82
2,102,0.1,subject107_client0,7,ascending stairs,133
2,102,0.1,subject107_client0,8,descending stairs,1
2,102,0.1,subject107_client0,9,vacuum cleaning,1
2,102,0.1,subject107_client0,10,ironing,0
2,102,0.1,subject107_client0,11,rope jumping,0
2,102,0.1,subject107_client1,0,lying,14
2,102,0.1,subject107_client1,1,sitting,0
2,102,0.1,subject107_client1,2,standing,129
2,102,0.1,subject107_client1,3,walking,0
2,102,0.1,subject107_client1,4,running,2
2,102,0.1,subject107_client1,5,cycling,173
2,102,0.1,subject107_client1,6,Nordic walking,0
2,102,0.1,subject107_client1,7,ascending stairs,0
2,102,0.1,subject107_client1,8,descending stairs,0
2,102,0.1,subject107_client1,9,vacuum cleaning,3
2,102,0.1,subject107_client1,10,ironing,0
2,102,0.1,subject107_client1,11,rope jumping,0
2,102,0.1,subject107_client2,0,lying,0
2,102,0.1,subject107_client2,1,sitting,81
2,102,0.1,subject107_client2,2,standing,70
2,102,0.1,subject107_client2,3,walking,0
2,102,0.1,subject107_client2,4,running,24
2,102,0.1,subject107_client2,5,cycling,2
2,102,0.1,subject107_client2,6,Nordic walking,15
2,102,0.1,subject107_client2,7,ascending stairs,0
2,102,0.1,subject107_client2,8,descending stairs,5
2,102,0.1,subject107_client2,9,vacuum cleaning,11
2,102,0.1,subject107_client2,10,ironing,216
2,102,0.1,subject107_client2,11,rope jumping,0
2,102,0.1,subject107_client3,0,lying,184
2,102,0.1,subject107_client3,1,sitting,12
2,102,0.1,subject107_client3,2,standing,0
2,102,0.1,subject107_client3,3,walking,262
2,102,0.1,subject107_client3,4,running,0
2,102,0.1,subject107_client3,5,cycling,0
2,102,0.1,subject107_client3,6,Nordic walking,124
2,102,0.1,subject107_client3,7,ascending stairs,1
2,102,0.1,subject107_client3,8,descending stairs,80
2,102,0.1,subject107_client3,9,vacuum cleaning,149
2,102,0.1,subject107_client3,10,ironing,12
2,102,0.1,subject107_client3,11,rope jumping,0
2,102,0.1,subject108_client0,0,lying,0
2,102,0.1,subject108_client0,1,sitting,0
2,102,0.1,subject108_client0,2,standing,23
2,102,0.1,subject108_client0,3,walking,46
2,102,0.1,subject108_client0,4,running,0
2,102,0.1,subject108_client0,5,cycling,198
2,102,0.1,subject108_client0,6,Nordic walking,0
2,102,0.1,subject108_client0,7,ascending stairs,0
2,102,0.1,subject108_client0,8,descending stairs,14
2,102,0.1,subject108_client0,9,vacuum cleaning,167
2,102,0.1,subject108_client0,10,ironing,47
2,102,0.1,subject108_client0,11,rope jumping,67
2,102,0.1,subject108_client1,0,lying,0
2,102,0.1,subject108_client1,1,sitting,177
2,102,0.1,subject108_client1,2,standing,0
2,102,0.1,subject108_client1,3,walking,0
2,102,0.1,subject108_client1,4,running,126
2,102,0.1,subject108_client1,5,cycling,0
2,102,0.1,subject108_client1,6,Nordic walking,0
2,102,0.1,subject108_client1,7,ascending stairs,0
2,102,0.1,subject108_client1,8,descending stairs,51
2,102,0.1,subject108_client1,9,vacuum cleaning,0
2,102,0.1,subject108_client1,10,ironing,0
2,102,0.1,subject108_client1,11,rope jumping,0
2,102,0.1,subject108_client2,0,lying,164
2,102,0.1,subject108_client2,1,sitting,0
2,102,0.1,subject108_client2,2,standing,171
2,102,0.1,subject108_client2,3,walking,0
2,102,0.1,subject108_client2,4,running,1
2,102,0.1,subject108_client2,5,cycling,0
2,102,0.1,subject108_client2,6,Nordic walking,20
2,102,0.1,subject108_client2,7,ascending stairs,4
2,102,0.1,subject108_client2,8,descending stairs,5
2,102,0.1,subject108_client2,9,vacuum cleaning,20
2,102,0.1,subject108_client2,10,ironing,208
2,102,0.1,subject108_client2,11,rope jumping,0
2,102,0.1,subject108_client3,0,lying,22
2,102,0.1,subject108_client3,1,sitting,0
2,102,0.1,subject108_client3,2,standing,0
2,102,0.1,subject108_client3,3,walking,198
2,102,0.1,subject108_client3,4,running,0
2,102,0.1,subject108_client3,5,cycling,0
2,102,0.1,subject108_client3,6,Nordic walking,202
2,102,0.1,subject108_client3,7,ascending stairs,84
2,102,0.1,subject108_client3,8,descending stairs,0
2,102,0.1,subject108_client3,9,vacuum cleaning,0
2,102,0.1,subject108_client3,10,ironing,0
2,102,0.1,subject108_client3,11,rope jumping,0
3,105,1.0,subject101_client0,0,lying,74
3,105,1.0,subject101_client0,1,sitting,113
3,105,1.0,subject101_client0,2,standing,85
3,105,1.0,subject101_client0,3,walking,9
3,105,1.0,subject101_client0,4,running,14
3,105,1.0,subject101_client0,5,cycling,9
3,105,1.0,subject101_client0,6,Nordic walking,47
3,105,1.0,subject101_client0,7,ascending stairs,104
3,105,1.0,subject101_client0,8,descending stairs,2
3,105,1.0,subject101_client0,9,vacuum cleaning,62
3,105,1.0,subject101_client0,10,ironing,73
3,105,1.0,subject101_client0,11,rope jumping,21
3,105,1.0,subject101_client1,0,lying,14
3,105,1.0,subject101_client1,1,sitting,23
3,105,1.0,subject101_client1,2,standing,21
3,105,1.0,subject101_client1,3,walking,23
3,105,1.0,subject101_client1,4,running,37
3,105,1.0,subject101_client1,5,cycling,2
3,105,1.0,subject101_client1,6,Nordic walking,36
3,105,1.0,subject101_client1,7,ascending stairs,3
3,105,1.0,subject101_client1,8,descending stairs,36
3,105,1.0,subject101_client1,9,vacuum cleaning,23
3,105,1.0,subject101_client1,10,ironing,70
3,105,1.0,subject101_client1,11,rope jumping,20
3,105,1.0,subject101_client2,0,lying,104
3,105,1.0,subject101_client2,1,sitting,37
3,105,1.0,subject101_client2,2,standing,53
3,105,1.0,subject101_client2,3,walking,5
3,105,1.0,subject101_client2,4,running,88
3,105,1.0,subject101_client2,5,cycling,116
3,105,1.0,subject101_client2,6,Nordic walking,10
3,105,1.0,subject101_client2,7,ascending stairs,6
3,105,1.0,subject101_client2,8,descending stairs,29
3,105,1.0,subject101_client2,9,vacuum cleaning,43
3,105,1.0,subject101_client2,10,ironing,11
3,105,1.0,subject101_client2,11,rope jumping,40
3,105,1.0,subject101_client3,0,lying,16
3,105,1.0,subject101_client3,1,sitting,6
3,105,1.0,subject101_client3,2,standing,6
3,105,1.0,subject101_client3,3,walking,132
3,105,1.0,subject101_client3,4,running,23
3,105,1.0,subject101_client3,5,cycling,53
3,105,1.0,subject101_client3,6,Nordic walking,61
3,105,1.0,subject101_client3,7,ascending stairs,5
3,105,1.0,subject101_client3,8,descending stairs,43
3,105,1.0,subject101_client3,9,vacuum cleaning,47
3,105,1.0,subject101_client3,10,ironing,26
3,105,1.0,subject101_client3,11,rope jumping,15
3,105,1.0,subject102_client0,0,lying,56
3,105,1.0,subject102_client0,1,sitting,38
3,105,1.0,subject102_client0,2,standing,29
3,105,1.0,subject102_client0,3,walking,18
3,105,1.0,subject102_client0,4,running,6
3,105,1.0,subject102_client0,5,cycling,38
3,105,1.0,subject102_client0,6,Nordic walking,16
3,105,1.0,subject102_client0,7,ascending stairs,46
3,105,1.0,subject102_client0,8,descending stairs,35
3,105,1.0,subject102_client0,9,vacuum cleaning,43
3,105,1.0,subject102_client0,10,ironing,74
3,105,1.0,subject102_client0,11,rope jumping,43
3,105,1.0,subject102_client1,0,lying,92
3,105,1.0,subject102_client1,1,sitting,47
3,105,1.0,subject102_client1,2,standing,61
3,105,1.0,subject102_client1,3,walking,26
3,105,1.0,subject102_client1,4,running,21
3,105,1.0,subject102_client1,5,cycling,30
3,105,1.0,subject102_client1,6,Nordic walking,140
3,105,1.0,subject102_client1,7,ascending stairs,30
3,105,1.0,subject102_client1,8,descending stairs,72
3,105,1.0,subject102_client1,9,vacuum cleaning,3
3,105,1.0,subject102_client1,10,ironing,75
3,105,1.0,subject102_client1,11,rope jumping,16
3,105,1.0,subject102_client2,0,lying,17
3,105,1.0,subject102_client2,1,sitting,74
3,105,1.0,subject102_client2,2,standing,43
3,105,1.0,subject102_client2,3,walking,120
3,105,1.0,subject102_client2,4,running,34
3,105,1.0,subject102_client2,5,cycling,25
3,105,1.0,subject102_client2,6,Nordic walking,3
3,105,1.0,subject102_client2,7,ascending stairs,43
3,105,1.0,subject102_client2,8,descending stairs,2
3,105,1.0,subject102_client2,9,vacuum cleaning,12
3,105,1.0,subject102_client2,10,ironing,12
3,105,1.0,subject102_client2,11,rope jumping,15
3,105,1.0,subject102_client3,0,lying,14
3,105,1.0,subject102_client3,1,sitting,11
3,105,1.0,subject102_client3,2,standing,62
3,105,1.0,subject102_client3,3,walking,86
3,105,1.0,subject102_client3,4,running,7
3,105,1.0,subject102_client3,5,cycling,99
3,105,1.0,subject102_client3,6,Nordic walking,69
3,105,1.0,subject102_client3,7,ascending stairs,11
3,105,1.0,subject102_client3,8,descending stairs,3
3,105,1.0,subject102_client3,9,vacuum cleaning,99
3,105,1.0,subject102_client3,10,ironing,60
3,105,1.0,subject102_client3,11,rope jumping,25
3,105,1.0,subject103_client0,0,lying,85
3,105,1.0,subject103_client0,1,sitting,38
3,105,1.0,subject103_client0,2,standing,102
3,105,1.0,subject103_client0,3,walking,85
3,105,1.0,subject103_client0,4,running,0
3,105,1.0,subject103_client0,5,cycling,0
3,105,1.0,subject103_client0,6,Nordic walking,0
3,105,1.0,subject103_client0,7,ascending stairs,7
3,105,1.0,subject103_client0,8,descending stairs,2
3,105,1.0,subject103_client0,9,vacuum cleaning,51
3,105,1.0,subject103_client0,10,ironing,191
3,105,1.0,subject103_client0,11,rope jumping,0
3,105,1.0,subject103_client1,0,lying,53
3,105,1.0,subject103_client1,1,sitting,12
3,105,1.0,subject103_client1,2,standing,5
3,105,1.0,subject103_client1,3,walking,14
3,105,1.0,subject103_client1,4,running,0
3,105,1.0,subject103_client1,5,cycling,0
3,105,1.0,subject103_client1,6,Nordic walking,0
3,105,1.0,subject103_client1,7,ascending stairs,0
3,105,1.0,subject103_client1,8,descending stairs,51
3,105,1.0,subject103_client1,9,vacuum cleaning,79
3,105,1.0,subject103_client1,10,ironing,1
3,105,1.0,subject103_client1,11,rope jumping,0
3,105,1.0,subject103_client2,0,lying,2
3,105,1.0,subject103_client2,1,sitting,62
3,105,1.0,subject103_client2,2,standing,32
3,105,1.0,subject103_client2,3,walking,39
3,105,1.0,subject103_client2,4,running,0
3,105,1.0,subject103_client2,5,cycling,0
3,105,1.0,subject103_client2,6,Nordic walking,0
3,105,1.0,subject103_client2,7,ascending stairs,8
3,105,1.0,subject103_client2,8,descending stairs,41
3,105,1.0,subject103_client2,9,vacuum cleaning,2
3,105,1.0,subject103_client2,10,ironing,17
3,105,1.0,subject103_client2,11,rope jumping,0
3,105,1.0,subject103_client3,0,lying,28
3,105,1.0,subject103_client3,1,sitting,108
3,105,1.0,subject103_client3,2,standing,17
3,105,1.0,subject103_client3,3,walking,84
3,105,1.0,subject103_client3,4,running,0
3,105,1.0,subject103_client3,5,cycling,0
3,105,1.0,subject103_client3,6,Nordic walking,0
3,105,1.0,subject103_client3,7,ascending stairs,61
3,105,1.0,subject103_client3,8,descending stairs,18
3,105,1.0,subject103_client3,9,vacuum cleaning,22
3,105,1.0,subject103_client3,10,ironing,5
3,105,1.0,subject103_client3,11,rope jumping,0
3,105,1.0,subject104_client0,0,lying,15
3,105,1.0,subject104_client0,1,sitting,10
3,105,1.0,subject104_client0,2,standing,43
3,105,1.0,subject104_client0,3,walking,154
3,105,1.0,subject104_client0,4,running,0
3,105,1.0,subject104_client0,5,cycling,90
3,105,1.0,subject104_client0,6,Nordic walking,52
3,105,1.0,subject104_client0,7,ascending stairs,36
3,105,1.0,subject104_client0,8,descending stairs,0
3,105,1.0,subject104_client0,9,vacuum cleaning,36
3,105,1.0,subject104_client0,10,ironing,57
3,105,1.0,subject104_client0,11,rope jumping,0
3,105,1.0,subject104_client1,0,lying,9
3,105,1.0,subject104_client1,1,sitting,84
3,105,1.0,subject104_client1,2,standing,96
3,105,1.0,subject104_client1,3,walking,3
3,105,1.0,subject104_client1,4,running,0
3,105,1.0,subject104_client1,5,cycling,18
3,105,1.0,subject104_client1,6,Nordic walking,1
3,105,1.0,subject104_client1,7,ascending stairs,47
3,105,1.0,subject104_client1,8,descending stairs,58
3,105,1.0,subject104_client1,9,vacuum cleaning,8
3,105,1.0,subject104_client1,10,ironing,47
3,105,1.0,subject104_client1,11,rope jumping,0
3,105,1.0,subject104_client2,0,lying,108
3,105,1.0,subject104_client2,1,sitting,34
3,105,1.0,subject104_client2,2,standing,23
3,105,1.0,subject104_client2,3,walking,45
3,105,1.0,subject104_client2,4,running,0
3,105,1.0,subject104_client2,5,cycling,44
3,105,1.0,subject104_client2,6,Nordic walking,68
3,105,1.0,subject104_client2,7,ascending stairs,16
3,105,1.0,subject104_client2,8,descending stairs,9
3,105,1.0,subject104_client2,9,vacuum cleaning,102
3,105,1.0,subject104_client2,10,ironing,16
3,105,1.0,subject104_client2,11,rope jumping,0
3,105,1.0,subject104_client3,0,lying,44
3,105,1.0,subject104_client3,1,sitting,67
3,105,1.0,subject104_client3,2,standing,27
3,105,1.0,subject104_client3,3,walking,43
3,105,1.0,subject104_client3,4,running,0
3,105,1.0,subject104_client3,5,cycling,21
3,105,1.0,subject104_client3,6,Nordic walking,90
3,105,1.0,subject104_client3,7,ascending stairs,25
3,105,1.0,subject104_client3,8,descending stairs,40
3,105,1.0,subject104_client3,9,vacuum cleaning,6
3,105,1.0,subject104_client3,10,ironing,71
3,105,1.0,subject104_client3,11,rope jumping,0
3,105,1.0,subject106_client0,0,lying,45
3,105,1.0,subject106_client0,1,sitting,70
3,105,1.0,subject106_client0,2,standing,33
3,105,1.0,subject106_client0,3,walking,53
3,105,1.0,subject106_client0,4,running,57
3,105,1.0,subject106_client0,5,cycling,44
3,105,1.0,subject106_client0,6,Nordic walking,100
3,105,1.0,subject106_client0,7,ascending stairs,10
3,105,1.0,subject106_client0,8,descending stairs,1
3,105,1.0,subject106_client0,9,vacuum cleaning,38
3,105,1.0,subject106_client0,10,ironing,142
3,105,1.0,subject106_client0,11,rope jumping,0
3,105,1.0,subject106_client1,0,lying,67
3,105,1.0,subject106_client1,1,sitting,8
3,105,1.0,subject106_client1,2,standing,8
3,105,1.0,subject106_client1,3,walking,3
3,105,1.0,subject106_client1,4,running,57
3,105,1.0,subject106_client1,5,cycling,19
3,105,1.0,subject106_client1,6,Nordic walking,13
3,105,1.0,subject106_client1,7,ascending stairs,13
3,105,1.0,subject106_client1,8,descending stairs,31
3,105,1.0,subject106_client1,9,vacuum cleaning,22
3,105,1.0,subject106_client1,10,ironing,16
3,105,1.0,subject106_client1,11,rope jumping,0
3,105,1.0,subject106_client2,0,lying,64
3,105,1.0,subject106_client2,1,sitting,87
3,105,1.0,subject106_client2,2,standing,38
3,105,1.0,subject106_client2,3,walking,81
3,105,1.0,subject106_client2,4,running,11
3,105,1.0,subject106_client2,5,cycling,68
3,105,1.0,subject106_client2,6,Nordic walking,81
3,105,1.0,subject106_client2,7,ascending stairs,31
3,105,1.0,subject106_client2,8,descending stairs,3
3,105,1.0,subject106_client2,9,vacuum cleaning,92
3,105,1.0,subject106_client2,10,ironing,87
3,105,1.0,subject106_client2,11,rope jumping,1
3,105,1.0,subject106_client3,0,lying,2
3,105,1.0,subject106_client3,1,sitting,11
3,105,1.0,subject106_client3,2,standing,107
3,105,1.0,subject106_client3,3,walking,59
3,105,1.0,subject106_client3,4,running,49
3,105,1.0,subject106_client3,5,cycling,25
3,105,1.0,subject106_client3,6,Nordic walking,10
3,105,1.0,subject106_client3,7,ascending stairs,44
3,105,1.0,subject106_client3,8,descending stairs,47
3,105,1.0,subject106_client3,9,vacuum cleaning,8
3,105,1.0,subject106_client3,10,ironing,44
3,105,1.0,subject106_client3,11,rope jumping,0
3,105,1.0,subject107_client0,0,lying,5
3,105,1.0,subject107_client0,1,sitting,51
3,105,1.0,subject107_client0,2,standing,38
3,105,1.0,subject107_client0,3,walking,7
3,105,1.0,subject107_client0,4,running,4
3,105,1.0,subject107_client0,5,cycling,1
3,105,1.0,subject107_client0,6,Nordic walking,20
3,105,1.0,subject107_client0,7,ascending stairs,19
3,105,1.0,subject107_client0,8,descending stairs,62
3,105,1.0,subject107_client0,9,vacuum cleaning,0
3,105,1.0,subject107_client0,10,ironing,47
3,105,1.0,subject107_client0,11,rope jumping,0
3,105,1.0,subject107_client1,0,lying,56
3,105,1.0,subject107_client1,1,sitting,10
3,105,1.0,subject107_client1,2,standing,22
3,105,1.0,subject107_client1,3,walking,142
3,105,1.0,subject107_client1,4,running,8
3,105,1.0,subject107_client1,5,cycling,9
3,105,1.0,subject107_client1,6,Nordic walking,39
3,105,1.0,subject107_client1,7,ascending stairs,2
3,105,1.0,subject107_client1,8,descending stairs,1
3,105,1.0,subject107_client1,9,vacuum cleaning,35
3,105,1.0,subject107_client1,10,ironing,93
3,105,1.0,subject107_client1,11,rope jumping,0
3,105,1.0,subject107_client2,0,lying,4
3,105,1.0,subject107_client2,1,sitting,14
3,105,1.0,subject107_client2,2,standing,125
3,105,1.0,subject107_client2,3,walking,91
3,105,1.0,subject107_client2,4,running,7
3,105,1.0,subject107_client2,5,cycling,7
3,105,1.0,subject107_client2,6,Nordic walking,107
3,105,1.0,subject107_client2,7,ascending stairs,21
3,105,1.0,subject107_client2,8,descending stairs,9
3,105,1.0,subject107_client2,9,vacuum cleaning,43
3,105,1.0,subject107_client2,10,ironing,39
3,105,1.0,subject107_client2,11,rope jumping,0
3,105,1.0,subject107_client3,0,lying,131
3,105,1.0,subject107_client3,1,sitting,16
3,105,1.0,subject107_client3,2,standing,12
3,105,1.0,subject107_client3,3,walking,19
3,105,1.0,subject107_client3,4,running,5
3,105,1.0,subject107_client3,5,cycling,156
3,105,1.0,subject107_client3,6,Nordic walking,54
3,105,1.0,subject107_client3,7,ascending stairs,90
3,105,1.0,subject107_client3,8,descending stairs,13
3,105,1.0,subject107_client3,9,vacuum cleaning,87
3,105,1.0,subject107_client3,10,ironing,47
3,105,1.0,subject107_client3,11,rope jumping,0
3,105,1.0,subject108_client0,0,lying,14
3,105,1.0,subject108_client0,1,sitting,121
3,105,1.0,subject108_client0,2,standing,38
3,105,1.0,subject108_client0,3,walking,77
3,105,1.0,subject108_client0,4,running,15
3,105,1.0,subject108_client0,5,cycling,58
3,105,1.0,subject108_client0,6,Nordic walking,21
3,105,1.0,subject108_client0,7,ascending stairs,55
3,105,1.0,subject108_client0,8,descending stairs,13
3,105,1.0,subject108_client0,9,vacuum cleaning,54
3,105,1.0,subject108_client0,10,ironing,143
3,105,1.0,subject108_client0,11,rope jumping,47
3,105,1.0,subject108_client1,0,lying,46
3,105,1.0,subject108_client1,1,sitting,21
3,105,1.0,subject108_client1,2,standing,38
3,105,1.0,subject108_client1,3,walking,39
3,105,1.0,subject108_client1,4,running,85
3,105,1.0,subject108_client1,5,cycling,10
3,105,1.0,subject108_client1,6,Nordic walking,71
3,105,1.0,subject108_client1,7,ascending stairs,7
3,105,1.0,subject108_client1,8,descending stairs,7
3,105,1.0,subject108_client1,9,vacuum cleaning,23
3,105,1.0,subject108_client1,10,ironing,26
3,105,1.0,subject108_client1,11,rope jumping,2
3,105,1.0,subject108_client2,0,lying,83
3,105,1.0,subject108_client2,1,sitting,8
3,105,1.0,subject108_client2,2,standing,56
3,105,1.0,subject108_client2,3,walking,26
3,105,1.0,subject108_client2,4,running,6
3,105,1.0,subject108_client2,5,cycling,87
3,105,1.0,subject108_client2,6,Nordic walking,74
3,105,1.0,subject108_client2,7,ascending stairs,11
3,105,1.0,subject108_client2,8,descending stairs,20
3,105,1.0,subject108_client2,9,vacuum cleaning,18
3,105,1.0,subject108_client2,10,ironing,28
3,105,1.0,subject108_client2,11,rope jumping,1
3,105,1.0,subject108_client3,0,lying,41
3,105,1.0,subject108_client3,1,sitting,24
3,105,1.0,subject108_client3,2,standing,60
3,105,1.0,subject108_client3,3,walking,100
3,105,1.0,subject108_client3,4,running,19
3,105,1.0,subject108_client3,5,cycling,40
3,105,1.0,subject108_client3,6,Nordic walking,55
3,105,1.0,subject108_client3,7,ascending stairs,13
3,105,1.0,subject108_client3,8,descending stairs,29
3,105,1.0,subject108_client3,9,vacuum cleaning,90
3,105,1.0,subject108_client3,10,ironing,56
3,105,1.0,subject108_client3,11,rope jumping,14
3,105,0.1,subject101_client0,0,lying,0
3,105,0.1,subject101_client0,1,sitting,29
3,105,0.1,subject101_client0,2,standing,0
3,105,0.1,subject101_client0,3,walking,109
3,105,0.1,subject101_client0,4,running,157
3,105,0.1,subject101_client0,5,cycling,0
3,105,0.1,subject101_client0,6,Nordic walking,115
3,105,0.1,subject101_client0,7,ascending stairs,0
3,105,0.1,subject101_client0,8,descending stairs,0
3,105,0.1,subject101_client0,9,vacuum cleaning,9
3,105,0.1,subject101_client0,10,ironing,4
3,105,0.1,subject101_client0,11,rope jumping,4
3,105,0.1,subject101_client1,0,lying,0
3,105,0.1,subject101_client1,1,sitting,149
3,105,0.1,subject101_client1,2,standing,0
3,105,0.1,subject101_client1,3,walking,0
3,105,0.1,subject101_client1,4,running,5
3,105,0.1,subject101_client1,5,cycling,141
3,105,0.1,subject101_client1,6,Nordic walking,0
3,105,0.1,subject101_client1,7,ascending stairs,121
3,105,0.1,subject101_client1,8,descending stairs,77
3,105,0.1,subject101_client1,9,vacuum cleaning,119
3,105,0.1,subject101_client1,10,ironing,3
3,105,0.1,subject101_client1,11,rope jumping,45
3,105,0.1,subject101_client2,0,lying,3
3,105,0.1,subject101_client2,1,sitting,0
3,105,0.1,subject101_client2,2,standing,168
3,105,0.1,subject101_client2,3,walking,0
3,105,0.1,subject101_client2,4,running,0
3,105,0.1,subject101_client2,5,cycling,0
3,105,0.1,subject101_client2,6,Nordic walking,41
3,105,0.1,subject101_client2,7,ascending stairs,0
3,105,0.1,subject101_client2,8,descending stairs,0
3,105,0.1,subject101_client2,9,vacuum cleaning,48
3,105,0.1,subject101_client2,10,ironing,155
3,105,0.1,subject101_client2,11,rope jumping,15
3,105,0.1,subject101_client3,0,lying,207
3,105,0.1,subject101_client3,1,sitting,2
3,105,0.1,subject101_client3,2,standing,0
3,105,0.1,subject101_client3,3,walking,62
3,105,0.1,subject101_client3,4,running,1
3,105,0.1,subject101_client3,5,cycling,40
3,105,0.1,subject101_client3,6,Nordic walking,0
3,105,0.1,subject101_client3,7,ascending stairs,0
3,105,0.1,subject101_client3,8,descending stairs,35
3,105,0.1,subject101_client3,9,vacuum cleaning,0
3,105,0.1,subject101_client3,10,ironing,18
3,105,0.1,subject101_client3,11,rope jumping,32
3,105,0.1,subject102_client0,0,lying,0
3,105,0.1,subject102_client0,1,sitting,0
3,105,0.1,subject102_client0,2,standing,0
3,105,0.1,subject102_client0,3,walking,22
3,105,0.1,subject102_client0,4,running,0
3,105,0.1,subject102_client0,5,cycling,1
3,105,0.1,subject102_client0,6,Nordic walking,1
3,105,0.1,subject102_client0,7,ascending stairs,0
3,105,0.1,subject102_client0,8,descending stairs,0
3,105,0.1,subject102_client0,9,vacuum cleaning,0
3,105,0.1,subject102_client0,10,ironing,9
3,105,0.1,subject102_client0,11,rope jumping,98
3,105,0.1,subject102_client1,0,lying,0
3,105,0.1,subject102_client1,1,sitting,0
3,105,0.1,subject102_client1,2,standing,177
3,105,0.1,subject102_client1,3,walking,0
3,105,0.1,subject102_client1,4,running,4
3,105,0.1,subject102_client1,5,cycling,143
3,105,0.1,subject102_client1,6,Nordic walking,0
3,105,0.1,subject102_client1,7,ascending stairs,13
3,105,0.1,subject102_client1,8,descending stairs,115
3,105,0.1,subject102_client1,9,vacuum cleaning,157
3,105,0.1,subject102_client1,10,ironing,191
3,105,0.1,subject102_client1,11,rope jumping,0
3,105,0.1,subject102_client2,0,lying,154
3,105,0.1,subject102_client2,1,sitting,0
3,105,0.1,subject102_client2,2,standing,3
